RightEyeMean,RightEyeSD,LeftEyeMean,LeftEyeSD,NoseMean,NoseSD,LipsMean,LipsSD,Class
94.375,31.13056664256498,105.63888888888889,48.86257859857159,124.25,23.761259596812593,109.33834586466165,21.941688292423983,true
102.15,39.613226229476595,118.94444444444444,56.21029109866648,119.25,24.58029043697616,112.30075187969925,23.423953345656336,true
101.15,35.29549255743281,121.47222222222223,56.42364555554504,116.95,24.67512643142441,112.14285714285714,23.49795054156169,true
85.525,21.70665442102597,98.47222222222223,41.807371948094854,125.2,26.39067631968096,110.33082706766918,23.07127356052796,true
93.675,30.61454949898236,110.30555555555556,51.14395338897814,113.25,23.100829099509518,115.2781954887218,17.491276346631256,true
101.775,35.18412192875412,123.91666666666667,57.094595691211055,112.43333333333334,25.744090430434625,117.66917293233082,20.144072669267167,true
81.55,21.225226887132596,95.72222222222223,39.12588555719756,120.15,24.482318074583638,115.19548872180451,18.491791236398754,true
64.95,28.515357985226853,80.16666666666667,37.084074363917615,101.88333333333334,20.870132471513713,87.12781954887218,35.19930559185804,true
71.25,30.002350335282493,87.47222222222223,38.480782670323045,101.83333333333333,21.341585621414314,92.54135338345864,43.53864728313668,true
71.55,32.66767397714326,87.75,36.84203732539386,99.3,22.706901810474026,91.84210526315789,41.49604619815899,true
65.175,32.11828099943978,83.02777777777777,36.82893746662582,98.9,22.09816312636238,81.57142857142857,21.42191094179668,true
91.4,27.038244518952535,117.55555555555556,61.12537207339609,131.68333333333334,25.35877587984668,123.54135338345864,22.910402321175276,true
98.725,32.89609711087632,129.38888888888889,66.85561319644758,130.5,24.542940577758603,120.57894736842105,22.33668355456794,true
67.425,35.78918866977883,72.86111111111111,33.17413172749237,97.13333333333334,22.29803264611041,89.9172932330827,32.821381868675545,true
85.525,41.09338177421062,83.44444444444444,34.042363896805696,90.95,26.16468379258771,98.0,48.521316777455475,true
96.625,31.966879895548303,121.27777777777777,62.685888642665304,131.73333333333332,26.85735493536722,123.83458646616542,24.51535710749483,true
97.6,46.57764402668863,137.19444444444446,67.61775736528911,123.13333333333334,26.142676757030806,119.5187969924812,27.89335793201721,true
45.7,21.895087846246973,61.5,27.464782644584787,53.36666666666667,22.443878533262005,51.744360902255636,35.13408388638345,true
